Sentiment,Transcript
,"The Philadelphia Inquirer endorses Democrat Joe Sestak for Senate, saying he has the best credentials and experience to serve Pennsylvania and the nation. The Inquirer praised Sestak for putting principle above party, and for his deep understanding of government and foreign policy that McGinty and Fetterman cannot match. Applauded for his plan to help the middle class rebound, the Inquirer endorses Joe Sestak as the best Democratic Senate hopeful. I'm Joe Sestak, Democrat for Senate, and I approved this message."
,"Forty times. Four zero. Forty times. Joe Sestak voted to protect Social Security. But special interests in Washington are attacking Joe. The press called this attack plainly misleading. But facts are facts. Joe Sestak voted forty times to protect Social Security. The special interests just can't handle that Joe doesn't listen to them. Because Joe's too busy listening to us. I'm Joe Sestak, Democrat for Senate, and I approved this message."
,"This is former Attorney General Eric Holder and I'm supporting Glenn Ivey for Maryland's 4th Congressional District. Under President Obama, we took on racial profiling, unjust voter ID laws and we fought for common-sense gun reforms. I'm supporting Glenn because he has a strong record of fighting for Maryland families and he will build on the successes of President Obama. As States Attorney for Prince George's County, Glenn Ivey brought law enforcement and community leaders together to fight crime, mortgage fraud and domestic violence. In Congress, Glenn will fight for good-paying jobs, he'll protect Social Security and Medicare, and he'll stand up to the Republicans who want to destroy Obamacare. Glenn Ivey's a proven leader with the experience it takes to make a real difference for Maryland families and that's why we need him in Washington. This is Eric Holder and I support Glenn Ivey for Congress. I'm Glenn Ivey, candidate for Congress, and I approve this message. Paid for by Glenn Ivey for Congress."
,"You know Anthony, there are a lot of important issues on the minds of women in this election. And I'm concerned because the Republicans want to turn back the clock on every single one of them. That's why we need you in Congress. And when I'm in Congress I'm gonna fight for equal pay for equal work, paid sick leave, eliminating domestic violence and fully funding women's health care. I'm gonna get to work. That's why we need your support. And your vote. I'm Anthony Brown and I approve this message."
,"A three year-old girl from Baltimore will be laid to rest on Friday after being struck by a stray bullet last week. It just takes everything out of you. Your soul. Your everything. Your spirit is just gone. There are just too many guns on our streets, in the wrong hands. And nothing will change until we break the gun lobby's stranglehold on Washington. So when my opponent and the NRA cut a backroom deal so they could keep buying off politicians, I called them on it. And we won. I'm Donna Edwards and I approve this message."
,"I have a lifetime of experience that I will bring to the White House. I know Senator McCain has a lifetime of experience that he will bring to the White House. And Senator Obama has a speech he gave in 2002. Look, I have said that Senator McCain will bring a lifetime of experience to the campaign. I will bring a lifetime of experience. And Senator Obama will bring a speech that he gave in 2002. Give me a break. This whole thing is the biggest fairytale I've ever seen."
,Lots of candidates say they'll stand up to the party bosses and political ruling class. But one candidate has done it. That's why conservatives across the country put their trust in Ted Cruz. The stakes are too high. Danger lurks at home and abroad. And it'll take a leader to defeat the terrorists and protect our homeland. The time for a big talk has passed. Ted Cruz is trusted and proven. Ready to lead on day one. Trusted Leadership PAC is responsible for the content of this advertising.
,"John Kasich was born right here in McKees Rocks, Pennsylvania. Son of a mailman, he's fought for everything he's achieved in life. So when Trump and Cruz whine that Kasich should quit the race, John says you quit. Because most polls show only John Kasich beats Hillary Clinton. We don't quit in Pennsylvania. New Day Independent Media Committee, Inc. is responsible for the content of this advertising."
,"American workers know how to fight back and rebuild an economy. So does she. We need jobs that provide dignity and a bright future. New penalties to stop companies from moving profits or jobs overseas. For businesses that create manufacturing jobs, a new tax credit. And let's invest in clean energy jobs with 500 million solar panels installed by the end of her first term. A real plan to create new jobs and industries of the future. Hillary Clinton. I'm Hillary Clinton and I approved this message."
,"It's the art of the steal and it's hiding in plain sight. The ultra-rich employ an army of lobbyists to write tax policy to avoid paying their fair share. It's a part of the corrupt political system that keeps in place a rigged economy, where Wall Street buys off elections and stops meaningful oversight. Nothing will change until we elect candidates who reject Wall Street money. Send a message to Wall Street banks and the billionaires. Enough is enough. I'm Bernie Sanders and I approve this message."
,What I have stated from the beginning to be the truth has been the truth. I want people to understand what the truth is. And I am confident that the American people will come to realize I have not violated the trust. I am confident by the end of this campaign people will know they can trust me. The entire story is there. I turned over everything I was obligated to turn over. I want the facts out. I want those emails out. I'm sorry. I just hope I haven't let you down. I'm sorry about that. I take responsibility.
,"Washington is trying to pull a fast one. The Obama administration and leaders in Congress want to bail out Puerto Rico. It's called Super Chapter 9 and it grants Puerto Rico unprecedented bankruptcy protections. You pay for it. Retirement accounts crushed. A bailout on the backs of savers and seniors. Washington politicians try to claim otherwise, but we know a bad bailout when we see one. Don't be fooled. No Super Chapter 9 bailout of Puerto Rico."
,"Donald Trump campaign is in damage control mode. The former Trump adviser said it's like the political Hunger Games right now. And then when everything is done, I find out I get less delegates than this guy. You could have had a better organization on the ground. Obscure delegate rules in different states. But do you think those are things that he ought to have perhaps been more familiar with before launching a presidential campaign. Paid for by Trusted Leadership PAC. Not authorized by any candidate or candidate's committee. TrustedLeadershipPAC.com."
,"Wall Street banks shower Washington politicians with campaign contributions and speaking fees. But what do they get for it? A rigged economy, tax breaks and bailouts, all held in place by a corrupt campaign finance system. And while Washington politicians are paid over $200,000 an hour for speeches, they oppose raising the living wage to $15 an hour. $200,000 an hour for them but not even 15 bucks an hour for all Americans. Enough is enough. I'm Bernie Sanders and I approve this message."
,"Where did all the jobs go? Under Ted Strickland, Ohio lost nearly 400,000 jobs. The Wall Street Journal said Strickland lays out the red carpet for companies when they leave the state. Jobs went to Michigan, Kentucky, Georgia and Indiana. He raised taxes 1.5 billion and unemployment skyrocketed 70%. Ted Strickland. A job creator. Just not for Ohio. Freedom Partners Action Fund is responsible for the content of this advertising."
,Twenty-seven dollars. I think it's the best $27 you could spend. It's the average donation given to Bernie Sanders. Twenty-seven dollars. To make college tuition-free. For better care of our veterans. For women's rights. For health care for all. To make Wall Street corporations pay their fair share. To keep us out of unnecessary wars. To ensure a living wage. To get big money out of politics. For the poor. For the marginalized. For the rich. For all of us. Give 27 to transform America. I'm Bernie Sanders and I approve this message.
,I'm Chris Van Hollen and I approve this message. An attack ad from the campaign for Donna Edwards. So untrue. So outrageous that President Obama said pull it down. The Obama White House called the ad on Chris Van Hollen and the NRA misleading. The Sun says Van Hollen and President Obama have the exact same position. The Post praised Van Hollen as a leading champion on gun safety and condemned the Edwards' ads that mislead voters. Donna Edwards. Will she say anything to win an election?
,"The NRA and its campaign cash are what stands between us and gun reform. Every time I think about those kids, it gets me mad. Chris Van Hollen met with NRA lobbyists to craft a loophole that would let the NRA skirt a new campaign finance law and block gun control. But Democrat Donna Edwards said no to the NRA loophole and stood up to the gun lobby. And she would ban assault weapons. Democrat Donna Edwards, Maryland's next senator. Working for Us PAC is responsible for the content of this advertising."
,"Alex Meluskey. Because he'll fight for true tax reform, conservative family values and a strong national defense. Alex Meluskey. Because we deserve a new generation of conservative representation. Alex Meluskey. Because it will take a real outsider to replace the ultimate insider. Alex Meluskey. Because it's time. I'm Alex Meluskey and I approved this message."
,"Do you believe in punishment for abortion, yes or no, as a principle? There has to be some form of punishment. For the woman? Yeah. Roe v. Wade settled law in your view? No. Do you believe Roe v. Wade was wrongly decided? It's been very strongly decided but you know it can be changed. If we prosecute Planned Parenthood. You know you'll go back to a a position like they had where people will perhaps go to illegal places."
,"In Iowa, Ted Cruz sneered at our New York values. And I think most people know exactly what New York values are. And I gotta say they're not Iowa values and they're not New Hampshire values. Everyone knows what New York values are. Ted Cruz divides to get a vote. John Kasich unites to get things done. Kasich delivered on his word, and turned his state around with grit and determination, something New Yorkers should appreciate. John Kasich for president. I'm John Kasich and I approve this message."
,"Donald Trump is dangerous for America. I could stand in the middle of Fifth Avenue and shoot somebody, and I wouldn't lose any voters, okay? I would bring back a helluva lot worse than waterboarding. But no matter what Donald Trump says, John McCain would support him for president. Including Donald Trump? Oh yeah. You would support him? Oh yeah. She said he's a pussy. Like to punch him in the face, I'll tell ya. Donald Trump? Yep. Yep. You could see there was blood coming out of her eyes, blood coming out of her wherever. Even Republican Senate Majority Leader Mitch McConnell is distancing himself from Donald Trump. Not John McCain. Even after Trump said he's a war hero 'cause he was captured. I like people that weren't captured, okay? I hate to tell you. McCain repeated I'd vote for the Republican nominee. Obviously, I am a loyal Republican. There was a time when country mattered more than his political party. But thirty years in Washington have changed John McCain. We need leaders to stand up to Donald Trump. I'm Ann Kirkpatrick and I approved this message."
,"In the three years since, the attack at Fort Hood in Texas has been forgotten by many. Since 9/11 there have been 43 terrorist attacks on American soil. One of them was at Fort Hood, Texas, where a radicalized Muslim killed thirteen American soldiers. But John McCain favors letting more radicals into America. I'm saying that the there are some refugees that I think we could take into this country. Who's gonna vet these people? Well first of all I've vetted a number of 'em because I know them. Senator, that radical at Fort Hood was an American citizen, a doctor and a U.S. Army Major. If we can't vet him, how can you possibly claim to vet these refugees? It's time to end the influx of terrorists into America. I'm Alex Meluskey and I approve this message because it's time."
,You have only one choice. One choice that will stop the Clinton political machine. John Kasich. Don't be fooled. Ted Cruz can't win the nomination outright and he can't defeat Hillary Clinton either. John Kasich will win the convention and he'll defeat Hillary Clinton in the fall. Want to stop the Clinton machine and win the White House? Your only choice is John Kasich. I'm John Kasich and I approve this message.
,"Kathy came home late one evening. Her estranged boyfriend showed up unexpected. And in front of two Montgomery County police officers, he shot and killed Kathy. There are countless stories just like that in communities throughout Maryland. We did pass laws that took guns out of the hands of domestic abusers, but there's more work to be done. We need to do in Congress what we did in Maryland. Pass the toughest, common-sense gun safety laws to take guns off our streets. I'm Anthony Brown and on behalf of my cousin Kathy, I approve this message."
,"I'm Catherine Cortez Masto and I come from a big family. A whole lot of people, a whole lot of love and a whole lot of food. My dad's family was from Mexico. My mom's was from Italy. Sixty years ago they met here in Nevada and we grew as a family. Really grew as a family. Dad got his start parking cars at the Dunes hotel. But he went on to be the head of tourism for Las Vegas and help build the city we know today. Dad lived his life following three principles. Work hard, be honest and respect everyone. That's what I tried to do as Attorney General. Catherine took on the big banks when they preyed on homeowners and forced them to pay 1.9 billion dollars to Nevadians. She became a national leader in protecting children from sex traffickers. And pass laws to keep seniors safe from crooked scams. I'm Catherine Cortez Masto. I approve this message because I spent my career solving problems. Isn't that something we need more of in Washington?"
,"These streets can be tough and too often they're the end of the road for vulnerable young women. Nevada has a serious crisis. The sex trafficking of teenage girls. As Attorney General, I made it my mission to fight back, increasing prison time for pimps and predators, expanding the sex offender registry and giving victims a right to sue her captors. I'm Catherine Cortez Masto. I approve this message because I know we can make a difference to save these young lives."
,"What we are called upon to do now is to ensure that the American Dream doesn't just survive, but that it reaches more people and changes more lives than ever before. New ideas for a new age. Throw out the tax code. Overhaul higher education. Repeal and replace Obamacare. You and I were left by our parents and grandparents the greatest nation in the history of the world. It is our obligation to keep it that way. Learn more at ConservativeSolutionsProject.com."
,"Senators Marco Rubio and Mike Lee have a bold tax reform plan. Lower rates on individuals, businesses and investment. Eliminate special-interest deductions. New ideas for a new age. Leading conservatives say Rubio-Lee will deliver strong economic growth, significantly raise income levels for all Americans, and be a huge step forward for the economy and limited government. Tell your senators to support Marco Rubio and Mike Lee's plan."
,"Our greatness was not an accident. It didn't happen on its own. Our greatness is the result of God's blessings. The sacrifices made by men and women in uniform. And the choices made by the people here before us. God is still blessing America. If ever there has been an error in human history tailor-made for us as a people, it is the 21st century. What is standing in the way are outdated leaders that refuse to let go of the past. Learn more at ConservativeSolutionsProject.com."
,"Told by his father he was anointed by God to obtain a powerful position. Said women should be punished for having an abortion. Wants to register Muslims. Police their neighborhoods. Wouldn't rule out using nuclear weapons against Europe. That the best we can do? No, it's not. John Kasich. Stable. Presidential. New Day Independent Media Committee, Inc. is responsible for the content of this advertising."
,"President Obama endorses Katie McGinty for U.S. Senate, calling her a champion for working families. The ninth of ten kids, her dad's union pension and Social Security made all the difference. In Pennsylvania, McGinty helped implement Obamacare and expand coverage. Trump and Toomey have attacked Obamacare and Social Security. To fight back, President Obama wants McGinty in the Senate to protect women, family and seniors. Vote in the Democratic primary April 26th. I'm Katie McGinty and I approve this message."
,"In Washington when the NRA speaks, politicians listen, leaving us without a voice. They discount gun violence like when my friend was shot and killed when I was growing up. I'm not willing to let his tragedy be forgotten. I've beaten D.C. special interests. Working for Speaker Pelosi and President Obama. Fighting for equal pay for women with Lilly Ledbetter. And curbing cigarette marketing to children. I'm Will Jawando. I approved this message because I know Washington can work for us if we make our voices heard."
,"Chaos. Obama's foreign policy is weakness, but not to Russ Feingold. He is going to be a very important president in our history with regard to foreign policy. Very important? How about very weak. And Feingold was the only senator to vote against the Patriot Act. Now weakness has brought terrorists to America, putting us all at risk. He is going to be a very important president in our history. Russ Feingold. A risk we can't afford again. Let America Work is responsible for the content of this advertising."
,"Do Washington politicians side with polluters over families? They sure do, because Big Oil pumps millions into their campaigns. Bernie Sanders is the only candidate for president who opposes fracking everywhere. Why? Because fracking pumps dangerous cancer-causing chemicals into the ground and threatens our drinking water. Bernie. He can't be bought by them, because he's funded by you. I'm Bernie Sanders and I approved this message."
,"I visited all 72 counties. Meeting people. Listening to what they have to say. And I'm still at it, so if you hear a knock on your door, it might just be me. Russ Feingold. New U.S. Senator, huh? I can't believe you're actually at my doorstep. I believe being a representative, the first thing is to talk to the people. Oh my goodness. Come on in. So Richard, what's your hope? Well I'd like to see an economy that in which there are jobs for my daughters and other young people who are starting out in life. It's getting harder and harder to get ahead. One of the things that we're really concerned about right now is how are our grandkids and even our kids, how are they going to make it? How are they going to have the life that we've had? And we don't need an economy that just works for CEOs. We need an economy that works for middle-class and working families. Absolutely. If you're gonna represent people, you don't tell 'em what they think. You go and out listen to them. That's how it starts. I'm Russ Feingold and I approve this message."
,"spanish -> I'm Hillary Clinton and I approved this message. (translation: One hundred and eighty is the number of languages spoken by the children attending New York schools. They are attracted by a flag that doesn't represent walls, but opportunities. Enter Donald Trump. Calling immigrants criminals and rapists. Hillary Clinton has been defending the rights of immigrants and everyone else. During her career she helped immigrants register to vote and provided healthcare to 8 million children. She shows us that our diversity is our biggest strength. I'm Hillary Clinton and I approved this message.)"
,"The Republicans are heading toward a real car wreck of a convention. You have Lyin' Ted Cruz. He's a liar. Donald's business dealings with the mob. Pushing the Republican Party many think closer to that contested contention. I don't care about rules, folks. The likelihood of an open convention. The Republican Party could splinter. This could be the end of the Republican Party."
,"The Supreme Court. The final word on our laws. If President Obama jams through an election year appointment, it could radically transform our country's laws, including land rights, gun control and religious freedom. Washington liberals want to push Obama's choice before the people speak. As Chairman of the Senate Judiciary Committee, Chuck Grassley says Iowans should have their voice heard first. Tell Senator Grassley keep fighting for the right of Iowans to decide the Supreme Court's future."
,"It's an epidemic. More than 400 people died from drug overdoses in New Hampshire last year. Senator Ayotte is fighting back with bipartisan solutions. Ayotte's bill invests in prevention, treatment, recovery and law enforcement, and is endorsed by the New Hampshire Association of Chiefs of Police. We're at risk of losing a whole generation and this bill is an important, important step forward. Call Senator Ayotte. Tell her to keep fighting to end the heroin crisis."
,"The threat is real. Terrorist attacks on American soil. A dangerous nuclear deal with Iran. Representative Todd Young is fighting President Obama's liberal agenda on national security. A former Marine intelligence officer, Todd Young knows what it takes to keep us safe. Young voted to keep ISIS from infiltrating the U.S. and he's fighting Obama's deal with America-hating extremists. Call conservative Todd Young. Tell him to keep up the fight in Congress against Obama's Iran nuclear deal."
,"Ed Rendell, Tom Wolf and Michael Nutter all support just one candidate for Congress. Dwight Evans. Dwight Evans has spent a lifetime dedicated to rebuilding neighborhoods. He's written a book on strengthening urban and suburban communities, to pave a path for a better future. And Dwight Evans will protect women's health care and stand up for a woman's right to choose. Dwight Evans. An honest, progressive voice for us. I'm Dwight Evans and I'm proud to approve this message."
,"Why is Donna Edwards falsely attacking Chris Van Hollen? Because she doesn't want to run on her own record. Edwards was ranked one of the least effective members of Congress. Dead last among all Democrats. And the least willing to find common ground. It's why the Post said Edwards was allergic to compromise just like Tea Party Republicans. And Chris Van Hollen? Effective. A force for accomplishment. Because like Barbara Mikulski, he gets results for Maryland. I'm Chris Van Hollen and I approve this message."
,Holding my son those first few days. He was so tiny but so sick. How could our insurance deny his treatment? Kumar Barve was my last hope. These insurance companies were preying upon people and I had to hold them accountable. Kumar took the fight as if it was his own. He believed in this bill. He got it done. Helping people who have nowhere else to go. That's my job. That's what our job has to be in Congress. I'm Kumar Barve and I approve this message.
,"People of color have a deeply vested interest in what Bernie Sanders brings to us in this election. People like Michael Brown, Sandra Bland, and my father Eric Garner. They're not just hashtags and trending topics. But these are mothers and fathers, sons and daughters. Bernie Sanders sees all of me. He sees all of you. He sees us as a whole people, as a whole country. That's why I'm voting for Bernie Sanders. I'm Bernie Sanders and I approved this message."
,New York. What makes it think bigger? Go bolder? Push for a living wage that's higher? For tuition-free public college? Justice that works for all? For a middle class that must be saved? You do. Values forged in New York. Brooklyn born. Native son. Who knows what we know. We are all in this together. I'm Bernie Sanders and I approved this message.
,"When Pennsylvania refineries were on the ropes, hundreds of jobs were on the chopping block. Then Pat Toomey went to work, tirelessly fighting for Pennsylvania jobs. Toomey and Pennsylvania won. When the previous owner decided to shut the doors, many of us thought we had to move out of state to find work again. But Pat Toomey worked across the aisle to bring these idle facilities back to life. My family believes in Pat Toomey. I'm Pat Toomey and I approved this message."
,"As a mental health care provider, I've seen how prescription drug abuse and heroin is devastating our communities. It's absolutely frightening. Pat Toomey has been fighting this battle for years. Believe me, I've seen it. Pat Toomey is leading the fight against heroin and opioid addiction, and he's getting treatment for its victims. Pat Toomey's commitment to this issue is not just impressive. It is saving lives. I'm Pat Toomey and I approved this message."
,"For Senate. No spin, just facts. Joe Sestak supports a plan that The New York Times reported makes cuts to Social Security benefits. And the plan raises the retirement age. It's true. The AARP opposed the plan, citing dramatic cuts to Medicare benefits. The plan Sestak supports means higher out-of-pocket costs for millions on Medicare. Any way you spin it, the truth about Sestak is gonna hurt. WOMEN VOTE! is responsible for the content of this advertising."
,"He says we should punish women who have abortions. There has to be some form of punishment. That Mexicans who come to America are rapists. They're rapists. And that we should ban Muslims from coming here at all. Total and complete shutdown. Donald Trump says we can solve America's problems by turning against each other. It's wrong, and it goes against everything New York and America stand for. With so much at stake, she's the one tough enough to stop Trump. Hillary Clinton. I'm Hillary Clinton and I approved this message."
,"New Yorkers aren't stupid, Ted. After we were hit, we rallied, rebuilt, but remembered. We tell it like it is. That's who we are. So when you smear New York values in Iowa for votes, we remember that too. Now, you come here and conveniently say you love New York. Forget about it, Ted. New Day Independent Media Committee, Inc. is responsible for the content of this advertising."
,"spanish -> (translation: When my dad left, my mom had to work wherever opportunity presented itself. I struggled, too. From age nine, I used to walk on foot from my shelter in Brooklyn to my school in Manhattan. When I got accepted to Oxford, leaving the country meant not being able to return. Hillary Clinton fought for an undocumented Dominican kid and helped me obtain a visa to come back, and that's Hillary Clinton. Life requires risks, but in New York, we keep dreaming. I'm Hillary Clinton and I approved this message.)"
,"They say one man's trash is another man's treasure, or sometimes these guy's treasure. Because at breweries across Colorado, for decades spent grain has been sold to farmers to be used as feed. Washington regulations were going to put an end to that. But Michael Bennet knew that made no sense. So he stepped in and stood up for Colorado. Michael Bennet knew this was good for workers, good for customers and good for farmers too. I'm Michael Bennet and we're glad to approve this message."
,"Everywhere in this state, Hillary made a difference for people when she was senator. In the Adirondacks she helped get businesses online. Helped Finger Lakes farmers sell their products in big cities. Stood up to China to protect our workers. Helped create high-tech manufacturing jobs in Albany. Clean energy jobs in Rochester. And biomedical jobs in Buffalo. Hillary Clinton made a difference in every corner of New York and that's what she'll do in every corner of America. I'm Hillary Clinton and I approved this message."
,The Supreme Court. The highest in the land. The framers saw it as a vital check of out of control and unconstitutional government. Senator Grassley wants to keep it that way. He's working to stop President Obama's plan to take the future of the court out of the people's hands. It's time to stand with Senator Grassley and keep a president in his last days from installing a new liberal majority on the Supreme Court.
,"Although we were all one Maryland, our schools weren't treated the same way. With neighborhoods getting unequal funding for schools, something had to be done for our children. It didn't matter where Chris was from. He knew that he couldn't leave a child having less just because he lived in a region that was poor. He has not just talked about it. He is going to stand tall for all children to succeed. I'm Chris Van Hollen and I approved this message."
,"You know, it wasn't always like this here. But a group of us, scientists and business leaders, had the idea of a biomedical campus. We went to Senator Clinton and she got it, right away, and she got us the funding that we needed. Now there are over 100 companies here including mine and 12,000 high tech jobs. When it comes to creating the jobs of the future, I can tell you that Hillary will be an awesome president. I'm Hillary Clinton and I approved this message."
,"The hypocrisy is shocking. Ted Strickland is under fire for attacking Portman for something he supported twice. In Congress, Strickland supported Most Favored Nation status for China. Twice. And Strickland voted against legislation to stop China's unfair trade practices. Rob Portman is fighting to level the playing field with China, standing up to his party to stop China's currency manipulation, and protect Ohio jobs when China cheats. Rob Portman is standing strong for Ohio families."
,"Jobs. Freedom. Security. That's what's at stake and that's why I'm supporting Ted Cruz for president. Ted is a constitutional conservative. He'll challenge the status quo just like we've done in Wisconsin. And Ted has a real plan to grow jobs and restore opportunity. On Tuesday please join me in supporting Ted Cruz, the only conservative who can beat Hillary Clinton and reignite America's promise. I'm Ted Cruz and I approve this message."
,"Barack Obama's foreign policy is dangerous and weak, and Democrat senators support him step for step. They underestimated ISIS and allowed their rise. And voted for a dangerous nuclear deal with Iran, who gives billions to terrorists. The issue is we have an agreement and we need to move forward united. Democrat Catherine Cortez Masto couldn't name one thing with the Iran nuclear deal that she was concerned about. What elements were are you worried about? But let let me just say it that's not the issue. The issue is we have an agreement and we need to move forward united. ISIS. The Iran nuclear deal. Cortez Masto is just another supporter of Obama's weak foreign policy. What elements were are you worried about? But let let me just say it that's not the issue. The issue is we have an agreement and we need to move forward united. Cortez Masto. Wrong on national security. The NRSC is responsible for the content of this advertising."
,"Speaker, I rise today to support the continuation of normal trade relations between the United States and China. There's no doubt that China has in fact been a significant factor in the economic expansion we've all enjoyed in this country during the 1990s. Speaker, I rise today to support the continuation of normal trade relations between the United States and China."
,"Let me put it very plainly. If we Republicans choose Donald Trump as our nominee, the prospects for a safe and prosperous future are greatly diminished. His proposed 35% tariff-like penalties would instigate a trade war. His tax plan would balloon the deficit and the national debt. His bankruptcies have crushed small businesses, and the men and women who work for them. He inherited his business, he didn't create it. And whatever happened to Trump Airlines? How about Trump University? And then there's Trump Magazine. And Trump Vodka. And Trump Steaks. And Trump Mortgage. A business genius, he is not. After all, this is an individual who mocked a disabled reporter. Who attributed a reporter's questions to her menstrual cycle. Who mocked a brilliant rival who happened to be a woman due to her appearance. Who bragged about his marital affairs. And who laces his public speeches with vulgarity. He's not of the temperament of the kind of stable, thoughtful person we need as leader. His imagination must not be married to real power. He creates scapegoats in Muslims and Mexican immigrants. He calls for the use of torture. He calls for killing the innocent children and family members of terrorists. He cheers assaults on protesters. He applauds the prospect of twisting the Constitution to limit First Amendment freedom of the press. This is the very brand of anger that has led other nations into the abyss. Donald Trump is a phony, a fraud. His promises are as worthless as a degree from Trump University. He's playing the members of the American public for suckers. And this is a time for choosing. God bless us to choose a nominee who will make that vision a reality. Thank you and God bless you all."
,"Sure I get some grief when I say I'm voting for Donald Trump. But you know what? I want to protect my family. Paris, San Bernardino and now Brussels. I want a president that will keep us safe. We need to control our borders and stop letting in dangerous people. Trump will do that. And Ted Cruz? He wanted to let in more Syrian refugees and give amnesty to illegal immigrants. That won't protect my family. Donald Trump will. Paid for by Great America PAC which is responsible for the content of this message. Not authorized by any candidate or candidate's committee. GreatAmericaPAC.com."
,"Wisconsin schools face the biggest cuts in history because of Scott Walker. Hillary Clinton's got different priorities for this country. Education means a good job, a decent living. So here's what she'll do. Pre-school for every child. Invest in great teachers. And college without crushing debt. Together we can break down barriers for our kids so they get the education they deserve no matter what zip code they live in. I'm Hillary Clinton and I approved this message."
,"Michael Bennet and the Washington talking heads just bobble on. Let's restrict anyone that's been a congressman, senior staff member or key government official from being a lobbyist for 47 years after service. And if you're caught lobbying, you're gonna go to prison. And not some white-collar Club Med. No, we're talking Rikers Island. 10 years. Hard time. People get on the ferris wheel, collect the money, stay on K Street, enrich themselves and their special interest, and never get off. Ultimately to make themselves filthy rich. We've gotta stop this neverending ride by implementing behavioral-changing legislation. Taking this action can substantially change the self-serving attitude that dominates Washington at the expense of taxpaying Americans. It's time to end this rip off. I'm Robert Blaha, candidate for U.S. Senate and I approved this message."
,"The president heaped praise on the Republican governor. I've got to give your governor a little bit of credit. John Kasich, along with a lot of state legislators who are here today, they've expanded Medicaid under the Affordable Care Act. BFF of Barack Obama, the governor of the Buckeye State, John Kasich. The president cited Medicaid expansion, Governor Kasich, as his big success story thus far in Obamacare. Paid for by Trusted Leadership PAC. Not authorized by any candidate or candidate's committee. TrustedLeadershipPAC.com."
,"I'm not supposed to be alive. My dad wasn't supposed to run for office. My dad was an admiral but he left the Navy to help me fight brain cancer. In the cancer ward he met too many families that had no health insurance. So he took on the establishment, ran for Congress and made passing Obamacare his biggest priority. So every child could have the same chance I had. When it comes to the things that matter my dad just never gives up. I'm Joe Sestak, Democrat for Senate and I approve this message."
,"I've got your 6. It's a military term for I've got your back. Because your back is in the 6 o'clock position. For most of his life Joe Sestak has had our 6. Joe Sestak became a three-star Navy admiral, served President Clinton and led the Navy's anti-terrorism unit. Joe's got your 6. I never thought I'd leave the military. But when my four-year-old daughter was diagnosed with brain cancer I had only to help her fight. In those hospitals I met too many families that didn't have health insurance and it drove me to fight for them. Joe ran for Congress, took on the system and fought to pass Obamacare. Joe's got your 6. Joe Sestak helped over 18,000 constituents, seniors, veterans and families. Joe's got your 6. I'm running for the Senate to be the people's champion, to defend Obamacare, protect Social Security and to support our veterans. I've got Pennsylvania's 6. I'm Joe Sestak, Democrat for Senate and I approved this message."
,Can you see it? The worst is over. It's never too late to change your luck. It's a revolution. It's a revolution. It's a reva. It's a revolution. I'm Bernie Sanders and I approve this message.
,"Get up. Get to school. Get to work. Get by. Katie McGinty knows the routine. Her dad was a Philly cop. Mom worked in a restaurant. Then, hard work opened doors. Now, it's not quite enough. But McGinty's working to change that. Helping create thousands of new jobs. She'll always stand up for manufacturing, higher wages, and equal pay for women. So opportunity never gets out of reach. Katie McGinty for Senate. WOMEN VOTE! is responsible for the content of this advertising."
,"This is everything that I have, my family. I got to see my dad die on national TV. They don't know what they took from us. People are dying. We need a president that's going to talk about it. I believe Bernie Sanders is a protester. He's not scared to go up against the criminal justice system. He's not scared. That's why I'm for Bernie. I'm Bernie Sanders and I approve this message."
,"They say dogs take after their owners. Maybe so. David Trone's dogs are loyal. Love people. Roll over. And refuse to roll over. Raymond. Hubert. Oh yeah, they're Democrats too. They must be chasing the neighbor's dog again. Donald. David Trone for congress. With no contributions from PACs, lobbyists or corporations, he's a voter's best friend. I'm David Trone and I approve this message."
,"I was with Airborne Express and DHL for over 25 years. I lost my job so that was very devastating to me. When Mr. Strickland raised taxes 1.5 billion dollars it was almost like you know there was no justification for it. When he should have been in there fighting we lost 400,000 jobs in the state of Ohio. His track record is not there. There's no reason to go back to Ted Strickland. Freedom Partners Action Fund is responsible for the content of this advertising."
,"I was running for my life. He was flicking matches on me. My ex-husband's intentions were to murder me. I made sure Yvette's abuser went away for good and put in place tougher sentences because domestic violence can never be tolerated. Mr. Ivey showed compassion. I felt like I could trust him. Glenn Ivey. As state's attorney, a proven leader. In Congress, he'll combat domestic violence and protect President Obama's legacy. I'm Glenn Ivey and I approve this message because I'm on your side."
,"The Republicans. Government shutdowns threatening federal workers. Over 60 votes to repeal Obamacare. Now they're refusing to even consider President Obama's nominee for the Supreme Court. It disrespects the president and all of us, and we won't put up with it. In Congress I'll protect President Obama's legacy, defend Obamacare, and stand up for Social Security and Medicare. I'm Glen Ivey and I approved this message. I'll take on Republicans for all of us."
,"You know Anthony these are very serious times. And we've got a lot of work to do not only in Congress but right here in the community. We have to build on the accomplishments of President Obama. The work that President Obama has done to fight against racial discrimination, reform our criminal justice system and create safer neighborhoods. I think that we can create safer neighborhoods not through arrest and incarceration, but through more education and opportunity. Very serious issues. And that's why I'm running for Congress. I'm glad you are. So am I. I'm Anthony Brown and I approve this message."
